channel_id,channel_title,subscribers,thumbnail,category,subscribers_numeric
UCn36rDV0BuAJLJnYuX9Ej1w,Aebrox,47,https://yt3.ggpht.com/sIhTCj9aHBKgNEIzm7GVBUVKXPATGSp8TwZj9kyNXEA8DDhCYVXksLeziMxCoRAf-fNe6OFA=s88-c-k-c0x00ffffff-no-rj,"Action game, Action-adventure game, Video game culture, Role-playing video game, Casual game, Strategy video game",47
UC-lMZZnLlYsjspC4f3BWYxQ,Mohammed Aftab Khan,1300,https://yt3.ggpht.com/ytc/AIdro_l62gh7e8ac8VQU88eco1j4gncRJpESyK1ZzynSpkgaXCY=s88-c-k-c0x00ffffff-no-rj,"Hobby, Lifestyle (sociology), Humour",1300
UCoCEoPxruw9HW58O-l3ttDQ,pocket83,229000,https://yt3.ggpht.com/ytc/AIdro_nF9cmTxwxDXYM54rBtXy4sdWbIzLGq9QaPsVDZ6U-ZPI0=s88-c-k-c0x00ffffff-no-rj,"Lifestyle (sociology), Hobby",229000
UCeWaURbVb0kEFTpN2pB38cw,Mahalo my Dude,402000,https://yt3.ggpht.com/ytc/AIdro_lMd14oWP8_vaQAMQGFaCi_4YkhsdsW9-wN6O3csDUf9-M=s88-c-k-c0x00ffffff-no-rj,"Sport, Lifestyle (sociology), Hobby",402000
UCTs59UCfP4YLUt6pDR_uLtg,IFHT Films,750000,https://yt3.ggpht.com/_YN74h2imWr03mCeNQgEqI0U716rvS9VAB4QV1fNK_Z2O-Yj99T1oVsdsdqOueB5ifaRNYdjkg=s88-c-k-c0x00ffffff-no-rj,"Entertainment, Lifestyle (sociology), Film",750000
UClo-m7j8vY05RUIduXqyjHw,PlainrockVlogs,1110000,https://yt3.ggpht.com/qUKo9bIHa5mRlvw4cVElTUnKM0XLZdoGNlkiuog07loARv68ykkdmuDRnhxB77huS8mRoLzV0A=s88-c-k-c0x00ffffff-no-rj,"Lifestyle (sociology), Technology",1110000
UCRd9JHiQvqwT8O4d0QGI9jQ,Scam Nation,2010000,https://yt3.ggpht.com/ytc/AIdro_nUnmG3IvTapnOzB4bPbjMbAYDO5K9iu3YtpHW6gdQEUSg=s88-c-k-c0x00ffffff-no-rj,"Lifestyle (sociology), Entertainment, Performing arts",2010000
UC6aVu9YbosqWWmqeL2HijeQ,Scrap Mechanic Mods,9080,https://yt3.ggpht.com/ytc/AIdro_l-dHEIt0hbZNAQT2DiNBo2Ps1nmk4ax5EySnGTuciyIg=s88-c-k-c0x00ffffff-no-rj,"Role-playing video game, Video game culture, Simulation video game",9080
UCR8Bwp-KqfVQWibE27Rxvqg,FunnyMeNow,1170000,https://yt3.ggpht.com/ytc/AIdro_mbeLyJmUyLNTuYXXBkrwL6Baar-rH9qcfN2YbE0UyqAw=s88-c-k-c0x00ffffff-no-rj,"Hobby, Lifestyle (sociology), Food",1170000
UCA1qEWe-_8rnpvZtGdiV_pA,VeloChicago,134,https://yt3.ggpht.com/ytc/AIdro_l9WaXlqsr0kq0Pnd9lFjdpZs9fsZkqYw8tVL8mJkC2-x42=s88-c-k-c0x00ffffff-no-rj,"Lifestyle (sociology), Performing arts, Music, Classical music",134
UC37D-JTE7-V-L-VIrxzzZpQ,Slivki Show,2060000,https://yt3.ggpht.com/W0aNPz4XsEbkq6kkbapY8mwGC5mb1OeYNkj3rTayK8qy-3_hR7dlZc8X7pb3VdujAMmcdeQnDA=s88-c-k-c0x00ffffff-no-rj,"Lifestyle (sociology), Hobby",2060000
UCJY99Kt7cpA1XlPhaonGtvQ,Jesus Christ,1170000,https://yt3.ggpht.com/ytc/AIdro_mhgNMPOY35_TydahO0rEIYzqxKz0yWYRYbfFxefLDQEB0=s88-c-k-c0x00ffffff-no-rj,"Lifestyle (sociology), Religion, Society",1170000
UCXbpUY_Beh1uQA1_CH6bDxg,Daniel T. Gaming,113000,https://yt3.ggpht.com/AGDeTAC2CrOKu-Y9K6FWKojO_RIi_ptsuT3hK3sycUYA_1ZcCGGKUb_Er3sObZJE9ipH4WePjjg=s88-c-k-c0x00ffffff-no-rj,"Action game, Video game culture, Entertainment",113000
UCECl4aNz5hvuRzW5fgCOHKQ,Jerobeam Fenderson,166000,https://yt3.ggpht.com/p2okHZ4mHmJ4R7WA4PJRPqC1QbL6wJ48NYZV6Kjl1sloezkBUhVd41dTyltRa2lPoCv_ttol=s88-c-k-c0x00ffffff-no-rj,"Lifestyle (sociology), Electronic music, Music, Technology",166000
UClZbO3wehSIsPUKLx_X5caw,CarlSagan42,381000,https://yt3.ggpht.com/cZ0Yut7cK7XDLREIw__g_5dr4c_dIttWCMuvVFqbplSqD9q9v-5ihyTsLjM2lGoQyY8g-bC22Q=s88-c-k-c0x00ffffff-no-rj,"Action-adventure game, Action game, Video game culture, Puzzle video game, Role-playing video game",381000
UCYhAMil6-KQODnaXlGUeUbw,x,68,https://yt3.ggpht.com/uW_Ky_zhBztkHH7u0pEkS4QWGuaQulhM8b6A_Dpzwzomwf7MqGKWE2E11wZIwxOa3B63YpkZ2w=s88-c-k-c0x00ffffff-no-rj,@xmvy,68
UCRzO050f2DOQ0iZsylVH4dw,TrueTriz,2190000,https://yt3.ggpht.com/lLEgeZUY2jNS-bQM2Kn2ft4cjZNIQ_UnyIAZlI7WcoG_xUrxx0mb2DUuoaMvDDHx-VEbs1tw0A=s88-c-k-c0x00ffffff-no-rj,"Role-playing video game, Video game culture, Action-adventure game, Strategy video game, Action game",2190000
UChalKOKFNdPgcheruAamx6Q,Batzilla the Bat,166000,https://yt3.ggpht.com/ytc/AIdro_nAsXBwiB6tmq0WzbGDFFcLaATyZImMRRU-AEevGgtWZOU=s88-c-k-c0x00ffffff-no-rj,"Pet, Lifestyle (sociology)",166000
UCoIU4dcEoXmW9gQ3j5rGDKA,Daan,1,https://yt3.ggpht.com/ytc/AIdro_lHp0WzEoRd7cGH6i7ZRP5whfr_CGSOpoxh6Nl7Xpz4Guc=s88-c-k-c0x00ffffff-no-rj,@daan3098,1
UCBODyKF0JMbUd6D9Bklyzbw,Alpharad,3800000,https://yt3.ggpht.com/30QfhOsoS_f0ivGQDz18zm-n3zOwwf_kw_gr86GBgTSHfBO3svANtkL04_LVjCQ1OwFxvb4=s88-c-k-c0x00ffffff-no-rj,"Action-adventure game, Action game, Video game culture, Role-playing video game, Strategy video game",3800000
UC6107grRI4m0o2-emgoDnAA,SmarterEveryDay,11800000,https://yt3.ggpht.com/ytc/AIdro_l59Ewmp0DHZBRWbY9dVqjd2_mWwvrn8ad0bJfmdbMRYcA=s88-c-k-c0x00ffffff-no-rj,"Hobby, Lifestyle (sociology), Technology",11800000
UCIeyFD8DHaiy36Zgv9lE2hQ,youresoloud,322000,https://yt3.ggpht.com/ytc/AIdro_kFATr2_ShhuMGftz5PEJNICBx52rogjoYZKunf1NwY9Q=s88-c-k-c0x00ffffff-no-rj,"Entertainment, Lifestyle (sociology), Humour, Film",322000
UCzgkpehSWuFTQx9E8NkBqzw,Kevin Parry,3790000,https://yt3.ggpht.com/2JFxbOUPPwHJ1djQ06qTRAdpFjwgKUbPLh6D3zOc2KPe0rwhPgeIVktkbXN53Vf1O38r4zM0=s88-c-k-c0x00ffffff-no-rj,"Hobby, Film, Entertainment, Lifestyle (sociology)",3790000
UC8XU8oVYRbU2Lifpeb8eUfg,GioFilms,1010000,https://yt3.ggpht.com/MmLO4RMCF0XKTOuqY89u_bpApoyKKHsQF-SgDN9QGBATuly0xAuMpltSU8MotREZ0viXcK_IVw=s88-c-k-c0x00ffffff-no-rj,"Humour, Entertainment",1010000
UCSvjQBDgYDB5TGVmCZObcwA,Nightbot,2480000,https://yt3.ggpht.com/ytc/AIdro_kDRQPhJSlRLHo_-DXQg2a4b4X-P-Qgl6np58QME0EV8lw=s88-c-k-c0x00ffffff-no-rj,@nightbot,2480000
UCP2-S6-M9ZvlY8t7cRn4O6A,Twisted Translations,1190000,https://yt3.ggpht.com/ytc/AIdro_kYCE5pGbDghQdGY4dK_YXsQ9CeL7_sKbGlPizeXnrBN70=s88-c-k-c0x00ffffff-no-rj,"Lifestyle (sociology), Music, Pop music",1190000
UC_UIDW0m6ngLU92lRcAz5kg,masonnNA,173,https://yt3.ggpht.com/YgVr0cAkVF1MsSFDNFIPettxamsvnZtkLJyh7C4YDr5CR_vn5yR9WJVGOdeAwvxAV_cdYqrQunk=s88-c-k-c0x00ffffff-no-rj,"Action game, Video game culture, Action-adventure game, Strategy video game, Role-playing video game",173
UCZpcCHVBRwB_50YApYN6WHw,CaptainCash,3290,https://yt3.ggpht.com/ytc/AIdro_mt-5fmgSLPG4UW1OQ1z5QIQ3GrzpUIzp17m1HKyCH-DVw=s88-c-k-c0x00ffffff-no-rj,@captaincash2224,3290
UC_6-4lAwzqorLXoTNmxUlRA,Myphex,190000,https://yt3.ggpht.com/2y4wO1nYeF0S6nePK3kQFYExzjhuGxagVozAruy8PirL7pgBpIOGF0nm36rZ_uLceLi3QOZWWg=s88-c-k-c0x00ffffff-no-rj,"Action game, Video game culture, Strategy video game, Action-adventure game",190000
UCHJuQZuzapBh-CuhRYxIZrg,Insider,9330000,https://yt3.ggpht.com/ytc/AIdro_l5tZObYHzS68glmJHa8mTawjTNCHt8aRucAN8WOjOCBmU=s88-c-k-c0x00ffffff-no-rj,"Military, Entertainment, Society, Film",9330000
UC2Ds30pkifFVD0CE08wF50g,Daidus,1690000,https://yt3.ggpht.com/ytc/AIdro_nVeiBrioeV6PVD0O8iQ08cLopnUEP8-uRetzimQut01ng=s88-c-k-c0x00ffffff-no-rj,"Lifestyle (sociology), Film, Entertainment",1690000
UCzNAswnSN0rZy79clU-DRPg,kipkay,2490000,https://yt3.ggpht.com/ytc/AIdro_mjlfbOBbd3iGvVh2LYCOPbpPy-SLseC5987-c5iWvKGQ=s88-c-k-c0x00ffffff-no-rj,"Technology, Lifestyle (sociology), Hobby",2490000
UCZO4D15xNnHgqhws9ucJIlw,coolmanfannan,12,https://yt3.ggpht.com/6NDDrW-Aq18gIHKaLcW_gUmkJWY9xsy6EdXvJt3MQFbKKU33E8Wszj738z_TnKkU3Skh1UdoFA=s88-c-k-c0x00ffffff-no-rj,@coolmanfannan6090,12
UC145By0CeXkJMdpWUkcYwAA,helloimfahim,334,https://yt3.ggpht.com/ytc/AIdro_ljQ-5wn_vCVSPZR3JLqSnHk6n_-lJKFbNAoZBg5LS2xwk=s88-c-k-c0x00ffffff-no-rj,@helloimfahim1255,334
UCZyxY8Q7xgUCXfFViWkjrSw,Ceeday,7280000,https://yt3.ggpht.com/dXLGOJZ3y6wk2KfRsGOaaSjPWzeSs5INlCX9XzPNcS4zC-0U17fUG2HbzhgwNo37pE4jvFKUEA=s88-c-k-c0x00ffffff-no-rj,"Action game, Video game culture, Action-adventure game, Strategy video game, Role-playing video game",7280000
UCD6XWUYoLKTqUcWl2M4zgGg,The Patty Show,2070,https://yt3.ggpht.com/aq5rEvJ6tGCWsgFZ83Pnxx6FWcuZPTTGaCweILLV_98rVC7BN29sAkk475p1pLr4bK_VlgHkBg=s88-c-k-c0x00ffffff-no-rj,"Action game, Video game culture, Action-adventure game, Role-playing video game, Strategy video game",2070
UCaF5tNBzleqamM53_ngTToQ,Eridian,528,https://yt3.ggpht.com/6Nnx5qSu2fyplb4uFy3BhF-AcP9uLHP2CQhGng2MlH7Dj80s9E0y6GvziWU8DO3mGG6Mj_8k=s88-c-k-c0x00ffffff-no-rj,"Action-adventure game, Video game culture, Action game, Sports game",528
UCR9Gcq0CMm6YgTzsDxAxjOQ,Grian,8770000,https://yt3.ggpht.com/ytc/AIdro_nyjQZU-LepEchkLUZAXz4gNeiF8F28SshYks_Fm-w_HdQ=s88-c-k-c0x00ffffff-no-rj,"Role-playing video game, Video game culture, Action-adventure game",8770000
UCxseO_JzIiiJENauW2RmcJQ,barnabydixon,1190000,https://yt3.ggpht.com/ytc/AIdro_kH5B95nch4BxzDG8A7IcsQ4bjbU3_0E9aUhHw6XUHA-30=s88-c-k-c0x00ffffff-no-rj,"Music, Lifestyle (sociology), Hobby",1190000
UCGXmtz3lNl2iMjQHY-rYWcg,Channel Absolute Zero,12300,https://yt3.ggpht.com/ytc/AIdro_lYbnYyHwwD1eSBQSosLKP6lj5pRtGSSR9eACF-N4gN8yg=s88-c-k-c0x00ffffff-no-rj,"Strategy video game, Action game, Video game culture, Role-playing video game, Puzzle video game, Action-adventure game",12300
UCfIXdjDQH9Fau7y99_Orpjw,Gorillaz,12600000,https://yt3.ggpht.com/4dzF1bVcaSuwNOsa63GprfaUnpmkCecoS9NYUM_QHIRwcpxfTUtZdAVAa5ic45Wh7kXPwl7y8g=s88-c-k-c0x00ffffff-no-rj,"Hip hop music, Pop music, Music, Electronic music, Independent music, Entertainment",12600000
UCUIPZGud-8E2nIcQg5Qx5Cg,Orj,12400,https://yt3.ggpht.com/ByRct8SG25z1Ktl3lxk7jYihUdF5PslBcI709x7dHfMFd9naAyrCxe8jAC8NyUQNu51p66oCnw=s88-c-k-c0x00ffffff-no-rj,"Action game, Music, Video game culture",12400
UCe_ijwgvhtHQwQ55vsXDY8w,JackStauber,3500000,https://yt3.ggpht.com/ytc/AIdro_k-q6YxIPlbFRAkPhEp0n2bHaV7rvWFZfP4cAxBKEkiRZY=s88-c-k-c0x00ffffff-no-rj,"Film, Independent music, Music, Pop music, Entertainment",3500000
UCIRiWCPZoUyZDbydIqitHtQ,Mike Boyd,2960000,https://yt3.ggpht.com/ytc/AIdro_kL6xsazHzxPgNDVbcrv8gItSVt9iZxExWvgb8q1evMkJQ=s88-c-k-c0x00ffffff-no-rj,"Hobby, Lifestyle (sociology)",2960000
UCpi8TJfiA4lKGkaXs__YdBA,The Try Guys,7910000,https://yt3.ggpht.com/b-60MnhK0NQuf-j4bU4PKmacqY78zxX0PBNqO3GpZ-6wqJCUxtn-xi8A5tG3juzJWbY0036MUg=s88-c-k-c0x00ffffff-no-rj,"Film, Entertainment, Lifestyle (sociology), Television program",7910000
UCGaVdbSav8xWuFWTadK6loA,vlogbrothers,4040000,https://yt3.ggpht.com/ytc/AIdro_kRgkKL2CrQ4Ix8eIcTVlL7kQtdiePYEmYeCHq126dk4TE=s88-c-k-c0x00ffffff-no-rj,"Lifestyle (sociology), Society, Health",4040000
UC0QHWhjbe5fGJEPz3sVb6nw,Doctor Mike,14400000,https://yt3.ggpht.com/YPiqL_eCFzCI8cVU_bZrQ0jTrGRNp6lc7a8hR5qmszAjHSL8qnqBgRunlPd8eZZAWHlKAtFRew=s88-c-k-c0x00ffffff-no-rj,"Lifestyle (sociology), Society, Health, Entertainment",14400000
UCHC4G4X-OR5WkY-IquRGa3Q,Tom Scott plus,836000,https://yt3.ggpht.com/PQWxnRqG91PlQs1ZVavoFjQqRYsAf62okFg6K29owSS1D2rZl_eT-bZQpQ0QbYg9kxFQzmEG=s88-c-k-c0x00ffffff-no-rj,"Entertainment, Hobby, Lifestyle (sociology), Film",836000
UCgPClNr5VSYC3syrDUIlzLw,Adult Swim,7840000,https://yt3.ggpht.com/oGhBcOj4r0zwibT0YBO70um0bKh5g-DW7cuamIha3zmdJ7wxcinJUMybzVwhXCn6PXnFf8zP=s88-c-k-c0x00ffffff-no-rj,"Television program, Entertainment, Film",7840000
UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,1680000,https://yt3.ggpht.com/cKg2Ftzeyey5uN7_BJ98HAfLrupIaPJ_1E2hBd-5aVRMBWpYOX2zxbv3s02SEJ2ubVp4RpC2jOI=s88-c-k-c0x00ffffff-no-rj,Lifestyle (sociology),1680000
UCocHtA1ADT6kTObipYzJoww,SunlessKhan,2290000,https://yt3.ggpht.com/FJLJOUYFAlQzTjumpM9hHZWEyZMxJBNSwuIEkI2H3H4gfeXgVAkWjzCjHvbO35F-0tZlZAEK=s88-c-k-c0x00ffffff-no-rj,"Sports game, Action game, Video game culture, Racing video game",2290000
UCu7bVDW6SewUtdnCYh-KBIg,Durf,44900,https://yt3.ggpht.com/ytc/AIdro_kMW-7EurEPIz6giiMTw8_WJwtO0Bmp49sVNyz0_lHH7zE=s88-c-k-c0x00ffffff-no-rj,"Role-playing video game, Action-adventure game, Video game culture, Strategy video game, Action game, Casual game, Simulation video game",44900
UCmm3qhYkdW699stV_28TQpw,Scott's Stash,562000,https://yt3.ggpht.com/ytc/AIdro_kBX1DEEPwABhlnqBxzJon9afbhBxBnkoHhh4aRb4PiKUU=s88-c-k-c0x00ffffff-no-rj,"Lifestyle (sociology), Technology, Video game culture, Action game",562000
UCskyt8vo4SRDs4lKF7_ObSw,Wintergatan 2,137000,https://yt3.ggpht.com/Oa7PV5pzmw7memZ6qLjErW_SQskN3TKBsMKL21TG9MSkw4MKWG-vfqz8_hnXFtfRl-Ih8R5uYQ=s88-c-k-c0x00ffffff-no-rj,"Knowledge, Hobby, Lifestyle (sociology), Technology",137000
UCDT-KKAV1iTIoD1j7AZKkYw,Leo Vader,223000,https://yt3.ggpht.com/GKT_Si36NPDn82EuUJy22J4kCgoUxuRDcwUjnBtfddaTevBT5quSGmCl9wx4iZOKVf7mSsYg=s88-c-k-c0x00ffffff-no-rj,"Film, Entertainment, Humour",223000
